Submission	Method	GS	AUPR, #1	AUPR, #3	AUPR, #4	AUROC, #1	AUROC, #3	AUROC, #4	PR score, #1	PR score, #3	PR score, #4	ROC score, #1	ROC score, #3	ROC score, #4	Score, #1	Score, #3	Score, #4	Final score
Regression2	gs	weak_gs	0.32816398	0.01969682	0.01794186	0.77849434	0.55105512	0.50485223	158.40118259	0.00033096	0.00012297	53.99025700	0.00019471	0.00010278	106.19571980	0.00026284	0.00011288	35.39869850	
Regression2	gs_author	old_gs	0.32850217	0.02271734	0.01800423	0.78337241	0.55069265	0.50485347	158.95211131	0.00033096	0.00012961	59.84319975	0.00019471	0.00010278	109.39765553	0.00026283	0.00011620	36.46601152	
Regression2	gs_author	new_gs	0.32850217	0.01969940	0.01800423	0.78337241	0.55167307	0.50485347	158.95211131	0.00033096	0.00012961	59.84319975	0.00019472	0.00010278	109.39765553	0.00026284	0.00011620	36.46601152	
Regression2	gs_author	weak_gs	0.32850217	0.01946821	0.01800423	0.78337241	0.55148829	0.50485347	158.95211131	0.00033096	0.00012961	59.84319975	0.00019472	0.00010278	109.39765553	0.00026284	0.00011620	36.46601152	
Regression2	pc	old_gs	0.33669325	0.02707463	0.01804136	0.77785100	0.55433358	0.50490680	172.50405241	0.00033100	0.00013603	53.24678559	0.00019484	0.00010823	112.87541900	0.00026292	0.00012213	37.62526802	
Regression2	pc	new_gs	0.33669325	0.02305656	0.01804136	0.77785100	0.55263667	0.50490680	172.50405241	0.00033096	0.00013603	53.24678559	0.00019474	0.00010823	112.87541900	0.00026285	0.00012213	37.62526799	
Regression2	pc	weak_gs	0.33669325	0.02208377	0.01804136	0.77785100	0.55117597	0.50490680	172.50405241	0.00033096	0.00013603	53.24678559	0.00019471	0.00010823	112.87541900	0.00026284	0.00012213	37.62526799	
Regression3	raw	old_gs	0.30423069	0.07402916	0.02026961	0.76644144	0.60859409	0.51727322	121.95621333	8.66886004	0.47892008	40.92303139	6.60825513	1.79817489	81.43962236	7.63855758	1.13854748	30.07224248	
Regression3	raw	new_gs	0.30423069	0.05509306	0.02026961	0.76644144	0.59596880	0.51727322	121.95621333	1.97126986	0.47892008	40.92303139	2.62493734	1.79817489	81.43962236	2.29810360	1.13854748	28.29209115	
Regression3	raw	weak_gs	0.30423069	0.04577130	0.02026961	0.76644144	0.57731928	0.51727322	121.95621333	0.35959535	0.47892008	40.92303139	0.11565820	1.79817489	81.43962236	0.23762677	1.13854748	27.60526554	
Regression3	idirect	old_gs	0.29881444	0.08884684	0.02026612	0.76631712	0.60863998	0.51727317	114.36366847	16.64366480	0.47892008	40.79271218	6.62773739	1.79817489	77.57819033	11.63570110	1.13854748	30.11747964	
Regression3	idirect	new_gs	0.29881444	0.06471145	0.02026612	0.76631712	0.59599775	0.51727317	114.36366847	4.84489213	0.47892008	40.79271218	2.63218850	1.79817489	77.57819033	3.73854032	1.13854748	27.48509271	
Regression3	idirect	weak_gs	0.29881444	0.05432172	0.02026612	0.76631712	0.57733619	0.51727317	114.36366847	1.79214650	0.47892008	40.79271218	0.11635630	1.79817489	77.57819033	0.95425140	1.13854748	26.55699640	
Regression3	nd	old_gs	0.29954820	0.07419987	0.02030696	0.76550102	0.60866074	0.51724917	115.37427993	8.74751769	0.50974935	39.98580979	6.63553842	1.78437547	77.68004486	7.69152805	1.14706241	28.83954511	
Regression3	nd	new_gs	0.29954820	0.05511333	0.02030696	0.76550102	0.59600678	0.51724917	115.37427993	1.97602731	0.50974935	39.98580979	2.63460791	1.78437547	77.68004486	2.30531761	1.14706241	27.04414163	
Regression3	nd	weak_gs	0.29954820	0.04573203	0.02030696	0.76550102	0.57730904	0.51724917	115.37427993	0.35543746	0.50974935	39.98580979	0.11531038	1.78437547	77.68004486	0.23537392	1.14706241	26.35416040	
Regression3	gs	old_gs	0.29640113	0.08069747	0.02022220	0.76049981	0.60824840	0.51718874	111.05806565	11.98384905	0.44865543	35.19831821	6.47654521	1.75694525	73.12819193	9.23019713	1.10280034	27.82039647	
Regression3	gs	new_gs	0.29640113	0.05946761	0.02022220	0.76049981	0.59569258	0.51718874	111.05806565	3.13691798	0.44865543	35.19831821	2.55777093	1.75694525	73.12819193	2.84734445	1.10280034	25.69277891	
Regression3	gs	weak_gs	0.29640113	0.04953892	0.02022220	0.76049981	0.57707661	0.51718874	111.05806565	0.86142287	0.44865543	35.19831821	0.10753430	1.75694525	73.12819193	0.48447858	1.10280034	24.90515695	
Regression3	gs_author	old_gs	0.29612027	0.08026342	0.02029764	0.75135733	0.60738273	0.51774732	110.66348424	11.75092176	0.50199031	27.29108821	6.14563646	2.02170528	68.97728622	8.94827911	1.26184780	26.39580438	
Regression3	gs_author	new_gs	0.29612027	0.05924201	0.02029764	0.75135733	0.59599611	0.51774732	110.66348424	3.06963653	0.50199031	27.29108821	2.63218850	2.02170528	68.97728622	2.85091252	1.26184780	24.36334885	
Regression3	gs_author	weak_gs	0.29612027	0.04943613	0.02029764	0.75135733	0.57710473	0.51774732	110.66348424	0.84379243	0.50199031	27.29108821	0.10852451	2.02170528	68.97728622	0.47615847	1.26184780	23.57176416	
Regression3	pc	old_gs	0.29890278	0.08355418	0.02026738	0.76635140	0.60862478	0.51727317	114.48803005	13.54021165	0.47892008	40.83278634	6.61994101	1.79817489	77.66040819	10.08007633	1.13854748	29.62634400	
Regression3	pc	new_gs	0.29890278	0.06109963	0.02026738	0.76635140	0.59598746	0.51727317	114.48803005	3.63252964	0.47892008	40.83278634	2.62977027	1.79817489	77.66040819	3.13114995	1.13854748	27.31003521	
Regression3	pc	weak_gs	0.29890278	0.05120199	0.02026738	0.76635140	0.57733060	0.51727317	114.48803005	1.14853179	0.47892008	40.83278634	0.11635630	1.79817489	77.66040819	0.63244404	1.13854748	26.47713324	
Regression4	raw	old_gs	0.30340715	0.06147365	0.02107957	0.76528178	0.60360788	0.52223916	120.79010653	3.74957527	1.19313803	39.76816389	4.81358373	4.85110654	80.27913521	4.28157950	3.02212228	29.19427900	
Regression4	raw	new_gs	0.30340715	0.04616542	0.02107957	0.76528178	0.59079526	0.52223916	120.79010653	0.40146575	1.19313803	39.76816389	1.53158740	4.85110654	80.27913521	0.96652657	3.02212228	28.08926136	
Regression4	raw	weak_gs	0.30340715	0.03838600	0.02107957	0.76528178	0.57347509	0.52223916	120.79010653	0.01199211	1.19313803	39.76816389	0.03117277	4.85110654	80.27913521	0.02158244	3.02212228	27.77427998	
Regression4	idirect	old_gs	0.29457071	0.06149446	0.02108645	0.76512244	0.60360881	0.52223935	108.56613390	3.75594958	1.20297482	39.61028159	4.81358373	4.85110654	74.08820775	4.28476665	3.02704068	27.13333836	
Regression4	idirect	new_gs	0.29457071	0.04619693	0.02108645	0.76512244	0.59079590	0.52223935	108.56613390	0.40478583	1.20297482	39.61028159	1.53339500	4.85110654	74.08820775	0.96909041	3.02704068	26.02811295	
Regression4	idirect	weak_gs	0.29457071	0.03839713	0.02108645	0.76512244	0.57347505	0.52223935	108.56613390	0.01207128	1.20297482	39.61028159	0.03117277	4.85110654	74.08820775	0.02162202	3.02704068	25.71229015	
Regression4	nd	old_gs	0.29693802	0.07248927	0.02083444	0.76473177	0.60357300	0.52213799	111.78096722	7.97052008	0.96381402	39.22687382	4.80034049	4.77448601	75.50392052	6.38543028	2.86915002	28.25283361	
Regression4	nd	new_gs	0.29693802	0.05457357	0.02083444	0.76473177	0.59073639	0.52213799	111.78096722	1.84943806	0.96381402	39.22687382	1.52256690	4.77448601	75.50392052	1.68600248	2.86915002	26.68635767	
Regression4	nd	weak_gs	0.29693802	0.04575166	0.02083444	0.76473177	0.57338228	0.52213799	111.78096722	0.35751321	0.96381402	39.22687382	0.03011068	4.77448601	75.50392052	0.19381194	2.86915002	26.18896083	
Regression4	gs	old_gs	0.28645712	0.06758981	0.02078603	0.76086973	0.60357424	0.52212616	97.91184960	5.92206007	0.91774449	35.54122582	4.80034049	4.76685782	66.72653771	5.36120028	2.84230116	24.97667972	
Regression4	gs	new_gs	0.28645712	0.05192960	0.02078603	0.76086973	0.59072965	0.52212616	97.91184960	1.28711320	0.91774449	35.54122582	1.52076630	4.76685782	66.72653771	1.40393975	2.84230116	23.65759287	
Regression4	gs	weak_gs	0.28645712	0.04423000	0.02078603	0.76086973	0.57337038	0.52212616	97.91184960	0.21977363	0.91774449	35.54122582	0.02999458	4.76685782	66.72653771	0.12488410	2.84230116	23.23124099	
Regression4	gs_author	old_gs	0.28627672	0.06727860	0.02070863	0.75815554	0.60249823	0.52142319	97.68147506	5.80152907	0.84532958	33.06261008	4.45303710	4.24820388	65.37204257	5.12728309	2.54676673	24.34869746	
Regression4	gs_author	new_gs	0.28627672	0.05179878	0.02070863	0.75815554	0.59037814	0.52142319	97.68147506	1.26189029	0.84532958	33.06261008	1.45848023	4.24820388	65.37204257	1.36018526	2.54676673	23.09299819	
Regression4	gs_author	weak_gs	0.28627672	0.04413943	0.02070863	0.75815554	0.57280746	0.52142319	97.68147506	0.21209702	0.84532958	33.06261008	0.02397358	4.24820388	65.37204257	0.11803530	2.54676673	22.67894820	
Regression4	pc	old_gs	0.29561166	0.06107678	0.02107676	0.76517513	0.60360807	0.52223931	109.98478051	3.62311267	1.19313803	39.65958312	4.81358373	4.85110654	74.82218182	4.21834820	3.02212228	27.35421743	
Regression4	pc	new_gs	0.29561166	0.04592814	0.02107676	0.76517513	0.59079511	0.52223931	109.98478051	0.37648186	1.19313803	39.65958312	1.53158740	4.85110654	74.82218182	0.95403463	3.02212228	26.26611291	
Regression4	pc	weak_gs	0.29561166	0.03816240	0.02107676	0.76517513	0.57347467	0.52223931	109.98478051	0.01036195	1.19313803	39.65958312	0.03117277	4.85110654	74.82218182	0.02076736	3.02212228	25.95502382	
Regression5	raw	old_gs	0.25950081	0.05472430	0.02110685	0.77860875	0.59861838	0.52409158	66.38139390	1.88421312	1.22271351	54.11860327	3.30634052	6.38805927	60.24999859	2.59527682	3.80538639	22.21688727	
Regression5	raw	new_gs	0.25950081	0.03843724	0.02110685	0.77860875	0.58785215	0.52409158	66.38139390	0.01239250	1.22271351	54.11860327	1.05054049	6.38805927	60.24999859	0.53146650	3.80538639	21.52895049	
Regression5	raw	weak_gs	0.25950081	0.03526127	0.02110685	0.77860875	0.57369436	0.52409158	66.38139390	0.00132621	1.22271351	54.11860327	0.03390256	6.38805927	60.24999859	0.01761439	3.80538639	21.35766646	
Regression5	idirect	old_gs	0.28266595	0.05607143	0.02104571	0.77872753	0.59862003	0.52409154	93.11716521	2.21057867	1.16375892	54.25880553	3.30634052	6.38805927	73.68798537	2.75845960	3.77590910	26.74078469	
Regression5	idirect	new_gs	0.28266595	0.03942868	0.02104571	0.77872753	0.58785453	0.52409154	93.11716521	0.02306402	1.16375892	54.25880553	1.05054049	6.38805927	73.68798537	0.53680226	3.77590910	26.00023224	
Regression5	idirect	weak_gs	0.28266595	0.03611309	0.02104571	0.77872753	0.57369478	0.52409154	93.11716521	0.00242006	1.16375892	54.25880553	0.03390256	6.38805927	73.68798537	0.01816131	3.77590910	25.82735193	
Regression5	nd	old_gs	0.27527543	0.05623196	0.02097506	0.77824052	0.59841033	0.52402241	84.10672907	2.25084392	1.09598489	53.69917427	3.24932589	6.32638749	68.90295167	2.75008491	3.71118619	25.12140759	
Regression5	nd	new_gs	0.27527543	0.04071794	0.02097506	0.77824052	0.58766357	0.52402241	84.10672907	0.04758971	1.09598489	53.69917427	1.02288692	6.32638749	68.90295167	0.53523832	3.71118619	24.38312539	
Regression5	nd	weak_gs	0.27527543	0.03634483	0.02097506	0.77824052	0.57346124	0.52402241	84.10672907	0.00286054	1.09598489	53.69917427	0.03105322	6.32638749	68.90295167	0.01695688	3.71118619	24.21036491	
Regression5	gs	old_gs	0.27105499	0.05498261	0.02090399	0.77402500	0.59829447	0.52400041	79.16261019	1.94519850	1.02932506	48.91395414	3.21697916	6.30004811	64.03828216	2.58108883	3.66468658	23.42801919	
Regression5	gs	new_gs	0.27105499	0.03997282	0.02090399	0.77402500	0.58756716	0.52400041	79.16261019	0.03178018	1.02932506	48.91395414	1.00993231	6.30004811	64.03828216	0.52085625	3.66468658	22.74127500	
Regression5	gs	weak_gs	0.27105499	0.03644959	0.02090399	0.77402500	0.57338144	0.52400041	79.16261019	0.00307658	1.02932506	48.91395414	0.03011068	6.30004811	64.03828216	0.01659363	3.66468658	22.57318746	
Regression5	gs_author	old_gs	0.27062783	0.05460731	0.02082664	0.76776272	0.59561266	0.52341484	78.66705210	1.85868211	0.95455123	42.25907581	2.53875011	5.80161115	60.46306396	2.19871611	3.37808119	22.01328709	
Regression5	gs_author	new_gs	0.27062783	0.03978521	0.02082664	0.76776272	0.58511105	0.52341484	78.66705210	0.02850535	0.95455123	42.25907581	0.69148902	5.80161115	60.46306396	0.35999718	3.37808119	21.40038078	
Regression5	gs_author	weak_gs	0.27062783	0.03633543	0.02082664	0.76776272	0.57172978	0.52341484	78.66705210	0.00283979	0.95455123	42.25907581	0.01535662	5.80161115	60.46306396	0.00909820	3.37808119	21.28341445	
Regression5	pc	old_gs	0.27909266	0.05628663	0.02105601	0.77871974	0.59862223	0.52409163	88.70841362	2.26349518	1.17352999	54.25880553	3.30634052	6.38805927	71.48360957	2.78491785	3.78079463	26.01644068	
Regression5	pc	new_gs	0.27909266	0.03975033	0.02105601	0.77871974	0.58785574	0.52409163	88.70841362	0.02801468	1.17352999	54.25880553	1.05200742	6.38805927	71.48360957	0.54001105	3.78079463	25.26813842	
Regression5	pc	weak_gs	0.27909266	0.03558216	0.02105601	0.77871974	0.57369498	0.52409163	88.70841362	0.00165514	1.17352999	54.25880553	0.03390256	6.38805927	71.48360957	0.01777885	3.78079463	25.09406102	
Regression6	raw	old_gs	0.20452672	0.08886591	0.02030365	0.69215725	0.61763012	0.51630926	20.80079005	16.65591833	0.50974935	1.03355318	10.59955478	1.38043522	10.91717161	13.62773656	0.94509229	8.49666682	
Regression6	raw	new_gs	0.20452672	0.06501518	0.02030365	0.69215725	0.60478950	0.51630926	20.80079005	4.95260722	0.50974935	1.03355318	5.21267751	1.38043522	10.91717161	5.08264237	0.94509229	5.64830209	
Regression6	raw	weak_gs	0.20452672	0.05799852	0.02030365	0.69215725	0.59168248	0.51630926	20.80079005	2.71834770	0.50974935	1.03355318	1.69703972	1.38043522	10.91717161	2.20769371	0.94509229	4.68998587	
Regression6	idirect	old_gs	0.20958715	0.09005278	0.02027670	0.69248986	0.61763402	0.51630910	23.92936762	17.39196542	0.48657534	1.07491576	10.59955478	1.38043522	12.50214169	13.99576010	0.93350528	9.14380236	
Regression6	idirect	new_gs	0.20958715	0.06575377	0.02027670	0.69248986	0.60479121	0.51630910	23.92936762	5.22279725	0.48657534	1.07491576	5.21267751	1.38043522	12.50214169	5.21773738	0.93350528	6.21779479	
Regression6	idirect	weak_gs	0.20958715	0.05854653	0.02027670	0.69248986	0.59168289	0.51630910	23.92936762	2.86894525	0.48657534	1.07491576	1.69703972	1.38043522	12.50214169	2.28299249	0.93350528	5.23954649	
Regression6	nd	old_gs	0.20839981	0.08972602	0.02015845	0.69192594	0.61724391	0.51625038	23.17394049	17.18648175	0.39712602	1.00613933	10.40800394	1.35652058	12.09003991	13.79724284	0.87682330	8.92136868	
Regression6	nd	new_gs	0.20839981	0.06438178	0.02015845	0.69192594	0.60439987	0.51625038	23.17394049	4.72762511	0.39712602	1.00613933	5.07897274	1.35652058	12.09003991	4.90329892	0.87682330	5.95672071	
Regression6	nd	weak_gs	0.20839981	0.05737502	0.02015845	0.69192594	0.59138773	0.51625038	23.17394049	2.54733563	0.39712602	1.00613933	1.64211102	1.35652058	12.09003991	2.09472333	0.87682330	5.02052884	
Regression6	gs	old_gs	0.20373671	0.08961462	0.02015462	0.68006273	0.61698595	0.51624578	20.33208164	17.11822045	0.39712602	0.13243679	10.28612832	1.35652058	10.23225922	13.70217439	0.87682330	8.27041897	
Regression6	gs	new_gs	0.20373671	0.06530046	0.02015462	0.68006273	0.60419861	0.51624578	20.33208164	5.05773225	0.39712602	0.13243679	5.01109571	1.35652058	10.23225922	5.03441398	0.87682330	5.38116550	
Regression6	gs	weak_gs	0.20373671	0.05808443	0.02015462	0.68006273	0.59122658	0.51624578	20.33208164	2.74042527	0.39712602	0.13243679	1.61222667	1.35652058	10.23225922	2.17632597	0.87682330	4.42846950	
Regression6	gs_author	old_gs	0.20517645	0.08912734	0.02020830	0.68134218	0.61267830	0.51658013	21.19043938	16.82172032	0.43374227	0.18188148	8.29753576	1.49082306	10.68616043	12.55962804	0.96228267	8.06935705	
Regression6	gs_author	new_gs	0.20517645	0.06494853	0.02020830	0.68134218	0.60023009	0.51658013	21.19043938	4.93097990	0.43374227	0.18188148	3.76068961	1.49082306	10.68616043	4.34583476	0.96228267	5.33142595	
Regression6	gs_author	weak_gs	0.20517645	0.05781618	0.02020830	0.68134218	0.58860039	0.51658013	21.19043938	2.66623955	0.43374227	0.18188148	1.16375154	1.49082306	10.68616043	1.91499554	0.96228267	4.52114621	
Regression6	pc	old_gs	0.20947712	0.08926944	0.02025563	0.69248906	0.61762814	0.51630902	23.85903178	16.90796950	0.47130010	1.07491576	10.59955478	1.38043522	12.46697377	13.75376214	0.92586766	9.04886786	
Regression6	pc	new_gs	0.20947712	0.06388835	0.02025563	0.69248906	0.60478639	0.51630902	23.85903178	4.55586790	0.47130010	1.07491576	5.21267751	1.38043522	12.46697377	4.88427270	0.92586766	6.09237138	
Regression6	pc	weak_gs	0.20947712	0.05765435	0.02025563	0.69248906	0.59168085	0.51630902	23.85903178	2.62271564	0.47130010	1.07491576	1.69703972	1.38043522	12.46697377	2.15987768	0.92586766	5.18423970	
Regression7	raw	old_gs	0.07193507	0.02282693	0.01851203	0.72573566	0.56867560	0.51052408	0.00002245	0.00033096	0.00076497	10.85454670	0.00380078	0.07486455	5.42728458	0.00206587	0.03781476	1.82238840	
Regression7	raw	new_gs	0.07193507	0.01895089	0.01851203	0.72573566	0.56105669	0.51052408	0.00002245	0.00033096	0.00076497	10.85454670	0.00022732	0.07486455	5.42728458	0.00027914	0.03781476	1.82179283	
Regression7	raw	weak_gs	0.07193507	0.01881196	0.01851203	0.72573566	0.55537828	0.51052408	0.00002245	0.00033096	0.00076497	10.85454670	0.00019505	0.07486455	5.42728458	0.00026301	0.03781476	1.82178745	
Regression7	idirect	old_gs	0.07578943	0.02283913	0.01851201	0.72592182	0.56867629	0.51052398	0.00002245	0.00033096	0.00076497	10.94646330	0.00380078	0.07486455	5.47324288	0.00206587	0.03781476	1.83770783	
Regression7	idirect	new_gs	0.07578943	0.01896061	0.01851201	0.72592182	0.56105692	0.51052398	0.00002245	0.00033096	0.00076497	10.94646330	0.00022732	0.07486455	5.47324288	0.00027914	0.03781476	1.83711226	
Regression7	idirect	weak_gs	0.07578943	0.01881741	0.01851201	0.72592182	0.55537809	0.51052398	0.00002245	0.00033096	0.00076497	10.94646330	0.00019505	0.07486455	5.47324288	0.00026301	0.03781476	1.83710688	
Regression7	nd	old_gs	0.06482013	0.02265780	0.01851807	0.72380931	0.56855408	0.51053038	0.00002245	0.00033096	0.00076497	9.95007046	0.00358520	0.07548377	4.97504646	0.00195808	0.03812437	1.67170963	
Regression7	nd	new_gs	0.06482013	0.01870234	0.01851807	0.72380931	0.56092905	0.51053038	0.00002245	0.00033096	0.00076497	9.95007046	0.00022439	0.07548377	4.97504646	0.00027767	0.03812437	1.67114950	
Regression7	nd	weak_gs	0.06482013	0.01865874	0.01851807	0.72380931	0.55533300	0.51053038	0.00002245	0.00033096	0.00076497	9.95007046	0.00019504	0.07548377	4.97504646	0.00026300	0.03812437	1.67114461	
Regression7	gs	old_gs	0.09800756	0.02272990	0.01853543	0.72418334	0.56854333	0.51053489	0.00002245	0.00033096	0.00085195	10.12092945	0.00356776	0.07548377	5.06047595	0.00194936	0.03816786	1.70019772	
Regression7	gs	new_gs	0.09800756	0.01874361	0.01853543	0.72418334	0.56091605	0.51053489	0.00002245	0.00033096	0.00085195	10.12092945	0.00022417	0.07548377	5.06047595	0.00027757	0.03816786	1.69964046	
Regression7	gs	weak_gs	0.09800756	0.01869093	0.01853543	0.72418334	0.55532893	0.51053489	0.00002245	0.00033096	0.00085195	10.12092945	0.00019504	0.07548377	5.06047595	0.00026300	0.03816786	1.69963560	
Regression7	gs_author	old_gs	0.09349915	0.02161402	0.01853236	0.72576093	0.56539608	0.51003520	0.00002245	0.00033096	0.00085195	10.86903091	0.00077428	0.04919146	5.43452668	0.00055262	0.02502171	1.82003367	
Regression7	gs_author	new_gs	0.09349915	0.01801266	0.01853236	0.72576093	0.55889854	0.51003520	0.00002245	0.00033096	0.00085195	10.86903091	0.00020113	0.04919146	5.43452668	0.00026604	0.02502171	1.81993814	
Regression7	gs_author	weak_gs	0.09349915	0.01818295	0.01853236	0.72576093	0.55386837	0.51003520	0.00002245	0.00033096	0.00085195	10.86903091	0.00019480	0.04919146	5.43452668	0.00026288	0.02502171	1.81993709	
Regression7	pc	old_gs	0.07244171	0.02282769	0.01851198	0.72576334	0.56867550	0.51052398	0.00002245	0.00033096	0.00076497	10.86903091	0.00380078	0.07486455	5.43452668	0.00206587	0.03781476	1.82480244	
Regression7	pc	new_gs	0.07244171	0.01895153	0.01851198	0.72576334	0.56105647	0.51052398	0.00002245	0.00033096	0.00076497	10.86903091	0.00022732	0.07486455	5.43452668	0.00027914	0.03781476	1.82420686	
Regression7	pc	weak_gs	0.07244171	0.01881178	0.01851198	0.72576334	0.55537788	0.51052398	0.00002245	0.00033096	0.00076497	10.86903091	0.00019505	0.07486455	5.43452668	0.00026301	0.03781476	1.82420148	
Regression8	raw	old_gs	0.11935113	0.04407226	0.01960423	0.63306955	0.56681547	0.51236341	0.00008555	0.20757875	0.10033240	0.00025859	0.00152121	0.27625153	0.00017207	0.10454998	0.18829196	0.09767134	
Regression8	raw	new_gs	0.11935113	0.03507199	0.01960423	0.63306955	0.55995343	0.51236341	0.00008555	0.00116792	0.10033240	0.00025859	0.00020919	0.27625153	0.00017207	0.00068855	0.18829196	0.06305086	
Regression8	raw	weak_gs	0.11935113	0.02932869	0.01960423	0.63306955	0.54719001	0.51236341	0.00008555	0.00033213	0.10033240	0.00025859	0.00019471	0.27625153	0.00017207	0.00026342	0.18829196	0.06290915	
Regression8	idirect	old_gs	0.12039370	0.04460306	0.01963919	0.63300413	0.56683073	0.51236959	0.00014295	0.24977602	0.11006072	0.00025859	0.00153624	0.27625153	0.00020077	0.12565613	0.19315612	0.10633767	
Regression8	idirect	new_gs	0.12039370	0.03503066	0.01963919	0.63300413	0.55995309	0.51236959	0.00014295	0.00113766	0.11006072	0.00025859	0.00020919	0.27625153	0.00020077	0.00067343	0.19315612	0.06467677	
Regression8	idirect	weak_gs	0.12039370	0.02919065	0.01963919	0.63300413	0.54718373	0.51236959	0.00014295	0.00033194	0.11006072	0.00025859	0.00019471	0.27625153	0.00020077	0.00026332	0.19315612	0.06454007	
Regression8	nd	old_gs	0.11317730	0.03780907	0.01954776	0.63286491	0.56673177	0.51235775	0.00002323	0.00811445	0.08286259	0.00025859	0.00146264	0.27461645	0.00014091	0.00478854	0.17873952	0.06122299	
Regression8	nd	new_gs	0.11317730	0.03033519	0.01954776	0.63286491	0.55988922	0.51235775	0.00002323	0.00033545	0.08286259	0.00025859	0.00020844	0.27461645	0.00014091	0.00027195	0.17873952	0.05971746	
Regression8	nd	weak_gs	0.11317730	0.02564300	0.01954776	0.63286491	0.54714736	0.51235775	0.00002323	0.00033096	0.08286259	0.00025859	0.00019471	0.27461645	0.00014091	0.00026283	0.17873952	0.05971442	
Regression8	gs	old_gs	0.09769838	0.03933106	0.01947909	0.63264363	0.56666299	0.51230926	0.00002245	0.02184864	0.06557579	0.00025859	0.00141334	0.26652673	0.00014052	0.01163099	0.16605126	0.05927426	
Regression8	gs	new_gs	0.09769838	0.03202591	0.01947909	0.63264363	0.55984177	0.51230926	0.00002245	0.00036640	0.06557579	0.00025859	0.00020804	0.26652673	0.00014052	0.00028722	0.16605126	0.05549300	
Regression8	gs	weak_gs	0.09769838	0.02681625	0.01947909	0.63264363	0.54709897	0.51230926	0.00002245	0.00033099	0.06557579	0.00025859	0.00019471	0.26652673	0.00014052	0.00026285	0.16605126	0.05548488	
Regression8	gs_author	old_gs	0.09171530	0.03484293	0.01931840	0.62747230	0.55159044	0.51140125	0.00002245	0.00100710	0.03669071	0.00025859	0.00019472	0.14722210	0.00014052	0.00060091	0.09195640	0.03089928	
Regression8	gs_author	new_gs	0.09171530	0.02811161	0.01931840	0.62747230	0.54592153	0.51140125	0.00002245	0.00033117	0.03669071	0.00025859	0.00019471	0.14722210	0.00014052	0.00026294	0.09195640	0.03078662	
Regression8	gs_author	weak_gs	0.09171530	0.02436732	0.01931840	0.62747230	0.53848306	0.51140125	0.00002245	0.00033096	0.03669071	0.00025859	0.00019471	0.14722210	0.00014052	0.00026283	0.09195640	0.03078659	
Regression8	pc	old_gs	0.11890628	0.04318897	0.01963919	0.63303283	0.56682165	0.51236959	0.00006975	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00016417	0.07481626	0.19315612	0.08937885	
Regression8	pc	new_gs	0.11890628	0.03410879	0.01963919	0.63303283	0.55994691	0.51236959	0.00006975	0.00066204	0.11006072	0.00025859	0.00020908	0.27625153	0.00016417	0.00043556	0.19315612	0.06458528	
Regression8	pc	weak_gs	0.11890628	0.02847326	0.01963919	0.63303283	0.54717950	0.51236959	0.00006975	0.00033131	0.11006072	0.00025859	0.00019471	0.27625153	0.00016417	0.00026301	0.19315612	0.06452777	
DREAM5_NetworkInference_Assembly3#0_Network1.txt	raw	old_gs	0.32813721	0.04318897	0.01963919	0.81583788	0.56682165	0.51236959	158.35261593	0.14810381	0.11006072	107.1948146	0.00152871	0.27625153	132.77371526	0.07481626	0.19315612	44.34722922
DREAM5_NetworkInference_Assembly3#1_Network1.txt	raw	old_gs	0.28299091	0.04318897	0.01963919	0.80934836	0.56682165	0.51236959	93.52997051	0.14810381	0.11006072	96.54155193	0.00152871	0.27625153	95.03576122	0.07481626	0.19315612	31.7679112
DREAM5_NetworkInference_Assembly3#2_Network1.txt	raw	old_gs	0.33374356	0.04318897	0.01963919	0.86128971	0.56682165	0.51236959	167.56055814	0.14810381	0.11006072	198.88999124	0.00152871	0.27625153	183.22527469	0.07481626	0.19315612	61.16441569
DREAM5_NetworkInference_Assembly3#3_Network1.txt	raw	old_gs	0.20900114	0.04318897	0.01963919	0.72897633	0.56682165	0.51236959	23.55966782	0.14810381	0.11006072	12.48179929	0.00152871	0.27625153	18.02073356	0.07481626	0.19315612	6.09623531
DREAM5_NetworkInference_Assembly3#4_Network1.txt	raw	old_gs	0.27543265	0.04318897	0.01963919	0.78788915	0.56682165	0.51236959	84.29706504	0.14810381	0.11006072	65.55594359	0.00152871	0.27625153	74.92650431	0.07481626	0.19315612	25.06482557
DREAM5_NetworkInference_Assembly3#5_Network1.txt	raw	old_gs	0.36281178	0.04318897	0.01963919	0.80626246	0.56682165	0.51236959	219.31680944	0.14810381	0.11006072	91.69499076	0.00152871	0.27625153	155.5059001	0.07481626	0.19315612	51.92462416
DREAM5_NetworkInference_Assembly3#6_Network1.txt	raw	old_gs	0.16327898	0.04318897	0.01963919	0.77934806	0.56682165	0.51236959	3.53203459	0.14810381	0.11006072	54.98631258	0.00152871	0.27625153	29.25917359	0.07481626	0.19315612	9.84238199
DREAM5_NetworkInference_Assembly3#7_Network1.txt	raw	old_gs	0.26452867	0.04318897	0.01963919	0.81069682	0.56682165	0.51236959	71.80119519	0.14810381	0.11006072	98.70822779	0.00152871	0.27625153	85.25471149	0.07481626	0.19315612	28.50756129
